ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-19,99.1223011395247,84.50738271602579,110.80629434837934,99.1223011395247,99.1223011395247,-0.931292336965886,-0.931292336965886,-0.931292336965886,0.5330309144296574,0.5330309144296574,0.5330309144296574,-1.4643232513955433,-1.4643232513955433,-1.4643232513955433,0.0,0.0,0.0,98.19100880255881
2021-01-20,99.12311164727605,84.29986862390919,110.2952726267308,99.12311164727605,99.12311164727605,-1.6759804329766772,-1.6759804329766772,-1.6759804329766772,-0.06412971523863017,-0.06412971523863017,-0.06412971523863017,-1.611850717738047,-1.611850717738047,-1.611850717738047,0.0,0.0,0.0,97.44713121429938
2021-01-21,99.12392215502743,84.74781677548366,110.2090028082302,99.12392215502743,99.12392215502743,-1.428225651527638,-1.428225651527638,-1.428225651527638,0.3205963199997435,0.3205963199997435,0.3205963199997435,-1.7488219715273812,-1.7488219715273812,-1.7488219715273812,0.0,0.0,0.0,97.69569650349979
2021-01-22,99.1247326627788,83.25470618164248,109.14667386150127,99.1247326627788,99.1247326627788,-2.2132895761549527,-2.2132895761549527,-2.2132895761549527,-0.34324323991796435,-0.34324323991796435,-0.34324323991796435,-1.8700463362369883,-1.8700463362369883,-1.8700463362369883,0.0,0.0,0.0,96.91144308662385
2021-01-23,99.12554317053016,84.87034141532394,110.66696293377494,99.12554317053016,99.12554317053016,-1.696814651000523,-1.696814651000523,-1.696814651000523,0.27383490746051686,0.27383490746051686,0.27383490746051686,-1.97064955846104,-1.97064955846104,-1.97064955846104,0.0,0.0,0.0,97.42872851952964
2021-01-24,99.12635367828155,84.44326111978734,110.38135089605686,99.12635367828155,99.12635367828155,-2.016152285138263,-2.016152285138263,-2.016152285138263,0.030053490730326867,0.030053490730326867,0.030053490730326867,-2.04620577586859,-2.04620577586859,-2.04620577586859,0.0,0.0,0.0,97.11020139314329
2021-01-25,99.1271641860329,83.51995940237002,109.60774063666403,99.1271641860329,99.1271641860329,-2.842999947579331,-2.842999947579331,-2.842999947579331,-0.7501426774627168,-0.7501426774627168,-0.7501426774627168,-2.092857270116614,-2.092857270116614,-2.092857270116614,0.0,0.0,0.0,96.28416423845357
2021-01-26,99.12797469378428,83.86812591302214,111.70446648225533,99.12797469378428,99.12797469378428,-1.5743879138377173,-1.5743879138377173,-1.5743879138377173,0.5330309144303998,0.5330309144303998,0.5330309144303998,-2.107418828268117,-2.107418828268117,-2.107418828268117,0.0,0.0,0.0,97.55358677994657
2021-01-27,99.12878520153566,84.50773493951462,110.71685576731137,99.12878520153566,99.12878520153566,-2.151593684120547,-2.151593684120547,-2.151593684120547,-0.06412971523785764,-0.06412971523785764,-0.06412971523785764,-2.0874639688826893,-2.0874639688826893,-2.0874639688826893,0.0,0.0,0.0,96.97719151741512
2021-01-28,99.12959570928702,84.18569701866457,110.68808035894155,99.12959570928702,99.12959570928702,-1.7107944742880457,-1.7107944742880457,-1.7107944742880457,0.3205963199990294,0.3205963199990294,0.3205963199990294,-2.0313907942870753,-2.0313907942870753,-2.0313907942870753,0.0,0.0,0.0,97.41880123499897
2021-01-29,99.1304062170384,83.37365650810231,108.58667395968908,99.1304062170384,99.1304062170384,-2.281709034322689,-2.281709034322689,-2.281709034322689,-0.3432432399198724,-0.3432432399198724,-0.3432432399198724,-1.9384657944028167,-1.9384657944028167,-1.9384657944028167,0.0,0.0,0.0,96.84869718271571
2021-01-30,99.13121672478978,84.24432283216612,110.10624661844918,99.13121672478978,99.13121672478978,-1.5350096267226612,-1.5350096267226612,-1.5350096267226612,0.273834907459812,0.273834907459812,0.273834907459812,-1.8088445341824733,-1.8088445341824733,-1.8088445341824733,0.0,0.0,0.0,97.59620709806713
2021-01-31,99.13202723254113,83.30298455999585,110.37675463182397,99.13202723254113,99.13202723254113,-1.6135152985675565,-1.6135152985675565,-1.6135152985675565,0.030053490730610637,0.030053490730610637,0.030053490730610637,-1.643568789298167,-1.643568789298167,-1.643568789298167,0.0,0.0,0.0,97.51851193397357
2021-02-01,99.13283774029252,84.44622556041227,109.50323402195036,99.13283774029252,99.13283774029252,-2.19468301320908,-2.19468301320908,-2.19468301320908,-0.7501426774607921,-0.7501426774607921,-0.7501426774607921,-1.4445403357482878,-1.4445403357482878,-1.4445403357482878,0.0,0.0,0.0,96.93815472708343
2021-02-02,99.13364824804387,85.5688116060091,111.49870885137118,99.13364824804387,99.13364824804387,-0.6814413164379411,-0.6814413164379411,-0.6814413164379411,0.5330309144284375,0.5330309144284375,0.5330309144284375,-1.2144722308663787,-1.2144722308663787,-1.2144722308663787,0.0,0.0,0.0,98.45220693160593
2021-02-03,99.13445875579525,85.32574496418995,111.3877668305562,99.13445875579525,99.13445875579525,-1.0209487436997207,-1.0209487436997207,-1.0209487436997207,-0.06412971523792925,-0.06412971523792925,-0.06412971523792925,-0.9568190284617915,-0.9568190284617915,-0.9568190284617915,0.0,0.0,0.0,98.11351001209553
2021-02-04,99.13526926354663,85.27464814947665,111.16804031983692,99.13526926354663,99.13526926354663,-0.35509161306624626,-0.35509161306624626,-0.35509161306624626,0.3205963200000661,0.3205963200000661,0.3205963200000661,-0.6756879330663124,-0.6756879330663124,-0.6756879330663124,0.0,0.0,0.0,98.78017765048038
2021-02-05,99.13607977129799,85.68246494741405,111.20229231681469,99.13607977129799,99.13607977129799,-0.7189766421499996,-0.7189766421499996,-0.7189766421499996,-0.3432432399161886,-0.3432432399161886,-0.3432432399161886,-0.37573340223381096,-0.37573340223381096,-0.37573340223381096,0.0,0.0,0.0,98.41710312914799
2021-02-06,99.13689027134319,86.0460205330807,112.68849416247919,99.13689027134319,99.13689027134319,0.21179676945222603,0.21179676945222603,0.21179676945222603,0.2738349074522932,0.2738349074522932,0.2738349074522932,-0.0620381380000672,-0.0620381380000672,-0.0620381380000672,0.0,0.0,0.0,99.34868704079541
2021-02-07,99.13770077138838,86.5939978142986,112.95550341297064,99.13770077138838,99.13770077138838,0.2900697332506147,0.2900697332506147,0.2900697332506147,0.03005349073325253,0.03005349073325253,0.03005349073325253,0.26001624251736216,0.26001624251736216,0.26001624251736216,0.0,0.0,0.0,99.427770504639
2021-02-08,99.13851127143357,86.36329816003723,112.77334983437761,99.13851127143357,99.13851127143357,-0.16525736656625276,-0.16525736656625276,-0.16525736656625276,-0.7501426774612158,-0.7501426774612158,-0.7501426774612158,0.584885310894963,0.584885310894963,0.584885310894963,0.0,0.0,0.0,98.97325390486732
2021-02-09,99.13932177147875,87.35147034837141,114.26746975183225,99.13932177147875,99.13932177147875,1.4400319159670207,1.4400319159670207,1.4400319159670207,0.5330309144280758,0.5330309144280758,0.5330309144280758,0.9070010015389449,0.9070010015389449,0.9070010015389449,0.0,0.0,0.0,100.57935368744577
2021-02-10,99.14013227152394,88.10302917452316,112.79894332641597,99.14013227152394,99.14013227152394,1.1567803820146014,1.1567803820146014,1.1567803820146014,-0.06412971523835968,-0.06412971523835968,-0.06412971523835968,1.2209100972529612,1.2209100972529612,1.2209100972529612,0.0,0.0,0.0,100.29691265353854
2021-02-11,99.14094277156913,87.80470719894038,114.03295615318928,99.14094277156913,99.14094277156913,1.842004635937036,1.842004635937036,1.842004635937036,0.32059631999935206,0.32059631999935206,0.32059631999935206,1.5214083159376839,1.5214083159376839,1.5214083159376839,0.0,0.0,0.0,100.98294740750616
2021-02-12,99.14175327161432,87.99410180334367,113.2598727804857,99.14175327161432,99.14175327161432,1.4604231983213254,1.4604231983213254,1.4604231983213254,-0.3432432399180966,-0.3432432399180966,-0.3432432399180966,1.8036664382394223,1.8036664382394223,1.8036664382394223,0.0,0.0,0.0,100.60217646993564
2021-02-13,99.14256377165951,89.20788433682394,114.29867660840384,99.14256377165951,99.14256377165951,2.3371800703199423,2.3371800703199423,2.3371800703199423,0.2738349074548757,0.2738349074548757,0.2738349074548757,2.0633451628650668,2.0633451628650668,2.0633451628650668,0.0,0.0,0.0,101.47974384197946
2021-02-14,99.14337427170469,88.3092271070974,113.66805020294694,99.14337427170469,99.14337427170469,2.326749203104666,2.326749203104666,2.326749203104666,0.03005349073353624,0.03005349073353624,0.03005349073353624,2.29669571237113,2.29669571237113,2.29669571237113,0.0,0.0,0.0,101.47012347480936
2021-02-15,99.14418477174988,87.74828862432251,113.35439882900432,99.14418477174988,99.14418477174988,1.7505009502265672,1.7505009502265672,1.7505009502265672,-0.750142677459291,-0.750142677459291,-0.750142677459291,2.500643627685858,2.500643627685858,2.500643627685858,0.0,0.0,0.0,100.89468572197644
2021-02-16,99.14499527179507,89.47889992523896,115.83821266023992,99.14499527179507,99.14499527179507,3.2058845868465924,3.2058845868465924,3.2058845868465924,0.5330309144299225,0.5330309144299225,0.5330309144299225,2.6728536724166694,2.6728536724166694,2.6728536724166694,0.0,0.0,0.0,102.35087985864166
2021-02-17,99.14580577184026,87.45739959573282,115.07919518943392,99.14580577184026,99.14580577184026,2.747644589007975,2.747644589007975,2.747644589007975,-0.06412971523807237,-0.06412971523807237,-0.06412971523807237,2.8117743042460477,2.8117743042460477,2.8117743042460477,0.0,0.0,0.0,101.89345036084823
2021-02-18,99.14661627188546,89.70307931604263,115.48810007379146,99.14661627188546,99.14661627188546,3.2372570651769768,3.2372570651769768,3.2372570651769768,0.3205963200003756,0.3205963200003756,0.3205963200003756,2.9166607451766007,2.9166607451766007,2.9166607451766007,0.0,0.0,0.0,102.38387333706244
2021-02-19,99.14742677193065,87.94491024898083,114.96963228054085,99.14742677193065,99.14742677193065,2.644333038999001,2.644333038999001,2.644333038999001,-0.3432432399172088,-0.3432432399172088,-0.3432432399172088,2.98757627891621,2.98757627891621,2.98757627891621,0.0,0.0,0.0,101.79175981092965
2021-02-20,99.14823727197583,89.95560007085678,115.93426217502922,99.14823727197583,99.14823727197583,3.2992069129598107,3.2992069129598107,3.2992069129598107,0.27383490745745803,0.27383490745745803,0.27383490745745803,3.0253720055023527,3.0253720055023527,3.0253720055023527,0.0,0.0,0.0,102.44744418493565
2021-02-21,99.14904777202102,89.59511013362813,115.83395576186422,99.14904777202102,99.14904777202102,3.0616993643694115,3.0616993643694115,3.0616993643694115,0.030053490730692526,0.030053490730692526,0.030053490730692526,3.0316458736387193,3.0316458736387193,3.0316458736387193,0.0,0.0,0.0,102.21074713639044
2021-02-22,99.14985827206621,89.18410953193877,114.51781335205114,99.14985827206621,99.14985827206621,2.2585396963550664,2.2585396963550664,2.2585396963550664,-0.7501426774597147,-0.7501426774597147,-0.7501426774597147,3.008682373814781,3.008682373814781,3.008682373814781,0.0,0.0,0.0,101.40839796842128
2021-02-23,99.1506687721114,89.99964433697893,115.42947324300046,99.1506687721114,99.1506687721114,3.492405709101355,3.492405709101355,3.492405709101355,0.5330309144268559,0.5330309144268559,0.5330309144268559,2.9593747946744986,2.9593747946744986,2.9593747946744986,0.0,0.0,0.0,102.64307448121275
2021-02-24,99.15147927215659,88.37489214670316,115.03564235719634,99.15147927215659,99.15147927215659,2.823002691887468,2.823002691887468,2.823002691887468,-0.06412971523850286,-0.06412971523850286,-0.06412971523850286,2.887132407125971,2.887132407125971,2.887132407125971,0.0,0.0,0.0,101.97448196404406
2021-02-25,99.15228977220178,89.59317606615474,115.80087445152346,99.15228977220178,99.15228977220178,3.116371652955078,3.116371652955078,3.116371652955078,0.32059631999966154,0.32059631999966154,0.32059631999966154,2.7957753329554165,2.7957753329554165,2.7957753329554165,0.0,0.0,0.0,102.26866142515686
2021-02-26,99.15310027224696,88.64882791125547,114.51734536421661,99.15310027224696,99.15310027224696,2.3461769268508874,2.3461769268508874,2.3461769268508874,-0.3432432399191168,-0.3432432399191168,-0.3432432399191168,2.689420166770004,2.689420166770004,2.689420166770004,0.0,0.0,0.0,101.49927719909785
2021-02-27,99.15391077229215,88.67254015220787,114.69808894227987,99.15391077229215,99.15391077229215,2.8461945513439364,2.8461945513439364,2.8461945513439364,0.2738349074567532,0.2738349074567532,0.2738349074567532,2.572359643887183,2.572359643887183,2.572359643887183,0.0,0.0,0.0,102.00010532363609
2021-02-28,99.15472127233734,88.32041784400965,114.42140277034895,99.15472127233734,99.15472127233734,2.4789932675185176,2.4789932675185176,2.4789932675185176,0.03005349073410389,0.03005349073410389,0.03005349073410389,2.448939776784414,2.448939776784414,2.448939776784414,0.0,0.0,0.0,101.63371453985586
2021-03-01,99.15553177238255,87.28644144606908,114.16679410578872,99.15553177238255,99.15553177238255,1.5732952384708292,1.5732952384708292,1.5732952384708292,-0.7501426774607494,-0.7501426774607494,-0.7501426774607494,2.3234379159315783,2.3234379159315783,2.3234379159315783,0.0,0.0,0.0,100.72882701085338
2021-03-02,99.15634227242774,88.54047973081465,114.86707754132418,99.15634227242774,99.15634227242774,2.7329760416220563,2.7329760416220563,2.7329760416220563,0.5330309144287025,0.5330309144287025,0.5330309144287025,2.1999451271933537,2.1999451271933537,2.1999451271933537,0.0,0.0,0.0,101.88931831404979
2021-03-03,99.15715277247293,87.77660049142051,113.87906128535919,99.15715277247293,99.15715277247293,2.0181264047549523,2.0181264047549523,2.0181264047549523,-0.0641297152389333,-0.0641297152389333,-0.0641297152389333,2.082256119993885,2.082256119993885,2.082256119993885,0.0,0.0,0.0,101.17527917722788
2021-03-04,99.1579632725181,88.15482188260646,115.08809639286078,99.1579632725181,99.1579632725181,2.294366033272067,2.294366033272067,2.294366033272067,0.32059632000069826,0.32059632000069826,0.32059632000069826,1.973769713271369,1.973769713271369,1.973769713271369,0.0,0.0,0.0,101.45232930579017
2021-03-05,99.1587737725633,86.64473446005287,113.32578374024246,99.1587737725633,99.1587737725633,1.5341592576427587,1.5341592576427587,1.5341592576427587,-0.3432432399168176,-0.3432432399168176,-0.3432432399168176,1.8774024975595764,1.8774024975595764,1.8774024975595764,0.0,0.0,0.0,100.69293303020605
2021-03-06,99.15958427260848,88.68717577015924,113.72654950457681,99.15958427260848,99.15958427260848,2.0693528586841192,2.0693528586841192,2.0693528586841192,0.27383490745909633,0.27383490745909633,0.27383490745909633,1.7955179512250228,1.7955179512250228,1.7955179512250228,0.0,0.0,0.0,101.2289371312926
2021-03-07,99.16039477265367,87.32976774425877,113.4953020207494,99.16039477265367,99.16039477265367,1.7599262994414235,1.7599262994414235,1.7599262994414235,0.030053490731260145,0.030053490731260145,0.030053490731260145,1.7298728087101636,1.7298728087101636,1.7298728087101636,0.0,0.0,0.0,100.92032107209509
2021-03-08,99.16120527269887,87.41722467751403,114.24699303590116,99.16120527269887,99.16120527269887,0.9314392946070646,0.9314392946070646,0.9314392946070646,-0.7501426774611729,-0.7501426774611729,-0.7501426774611729,1.6815819720682377,1.6815819720682377,1.6815819720682377,0.0,0.0,0.0,100.09264456730592
2021-03-09,99.16201577274406,88.37587433921853,113.68370791814107,99.16201577274406,99.16201577274406,2.184133633115293,2.184133633115293,2.184133633115293,0.5330309144283408,0.5330309144283408,0.5330309144283408,1.6511027186869522,1.6511027186869522,1.6511027186869522,0.0,0.0,0.0,101.34614940585935
2021-03-10,99.16282627278923,87.57607171732188,113.91138385056037,99.16282627278923,99.16282627278923,1.5741086881127062,1.5741086881127062,1.5741086881127062,-0.06412971523900485,-0.06412971523900485,-0.06412971523900485,1.6382384033517112,1.6382384033517112,1.6382384033517112,0.0,0.0,0.0,100.73693496090193
2021-03-11,99.16363677283442,88.32135391513113,113.51091175238413,99.16363677283442,99.16363677283442,1.96275761736771,1.96275761736771,1.96275761736771,0.3205963199982335,0.3205963199982335,0.3205963199982335,1.6421612973694764,1.6421612973694764,1.6421612973694764,0.0,0.0,0.0,101.12639439020214
2021-03-12,99.16444727287963,85.93957407955625,113.36416500704252,99.16444727287963,99.16444727287963,1.3182104271959394,1.3182104271959394,1.3182104271959394,-0.34324323991592987,-0.34324323991592987,-0.34324323991592987,1.6614536671118694,1.6614536671118694,1.6614536671118694,0.0,0.0,0.0,100.48265770007556
2021-03-13,99.16525777441828,87.73222844776231,114.59335925935198,99.16525777441828,99.16525777441828,1.9680005915240635,1.9680005915240635,1.9680005915240635,0.2738349074551042,0.2738349074551042,0.2738349074551042,1.6941656840689594,1.6941656840689594,1.6941656840689594,0.0,0.0,0.0,101.13325836594234
2021-03-14,99.16606827595693,86.91701192824893,113.64016483422458,99.16606827595693,99.16606827595693,1.7679417833013218,1.7679417833013218,1.7679417833013218,0.03005349072841637,0.03005349072841637,0.03005349072841637,1.7378882925729053,1.7378882925729053,1.7378882925729053,0.0,0.0,0.0,100.93401005925826
2021-03-15,99.1668787774956,87.34404415436856,113.92834407211801,99.1668787774956,99.1668787774956,1.0396960750256914,1.0396960750256914,1.0396960750256914,-0.7501426774592482,-0.7501426774592482,-0.7501426774592482,1.7898387524849395,1.7898387524849395,1.7898387524849395,0.0,0.0,0.0,100.20657485252129
2021-03-16,99.16768927903425,88.55577140342093,114.27580872642159,99.16768927903425,99.16768927903425,2.379987147928613,2.379987147928613,2.379987147928613,0.5330309144290833,0.5330309144290833,0.5330309144290833,1.8469562334995295,1.8469562334995295,1.8469562334995295,0.0,0.0,0.0,101.54767642696287
2021-03-17,99.16849978057292,87.59123437583501,113.43718546307583,99.16849978057292,99.16849978057292,1.8418748591104765,1.8418748591104765,1.8418748591104765,-0.06412971523859119,-0.06412971523859119,-0.06412971523859119,1.9060045743490674,1.9060045743490674,1.9060045743490674,0.0,0.0,0.0,101.01037463968339
2021-03-18,99.16931028211158,89.05790672433744,114.61073794499842,99.16931028211158,99.16931028211158,2.2842754609820783,2.2842754609820783,2.2842754609820783,0.32059631999927013,0.32059631999927013,0.32059631999927013,1.9636791409828083,1.9636791409828083,1.9636791409828083,0.0,0.0,0.0,101.45358574309365
2021-03-19,99.17012078365023,87.63893017040222,113.87494939518872,99.17012078365023,99.17012078365023,1.6734713872055198,1.6734713872055198,1.6734713872055198,-0.34324323991504196,-0.34324323991504196,-0.34324323991504196,2.0167146271205616,2.0167146271205616,2.0167146271205616,0.0,0.0,0.0,100.84359217085576
2021-03-20,99.17093128518889,88.3063927430193,113.91303005711426,99.17093128518889,99.17093128518889,2.335825547813161,2.335825547813161,2.335825547813161,0.27383490745768657,0.27383490745768657,0.27383490745768657,2.061990640355474,2.061990640355474,2.061990640355474,0.0,0.0,0.0,101.50675683300204
2021-03-21,99.17174178672755,88.95089067477157,114.72355402267453,99.17174178672755,99.17174178672755,2.1266854972524354,2.1266854972524354,2.1266854972524354,0.03005349072870014,0.03005349072870014,0.03005349072870014,2.096632006523735,2.096632006523735,2.096632006523735,0.0,0.0,0.0,101.29842728397999
2021-03-22,99.17255228826622,86.76285131499843,114.7301787248772,99.17255228826622,99.17255228826622,1.3679582236687424,1.3679582236687424,1.3679582236687424,-0.7501426774626311,-0.7501426774626311,-0.7501426774626311,2.1181009011313736,2.1181009011313736,2.1181009011313736,0.0,0.0,0.0,100.54051051193495
2021-03-23,99.17336278980488,88.57801971557133,114.22825618171922,99.17336278980488,99.17336278980488,2.6573090880396935,2.6573090880396935,2.6573090880396935,0.5330309144298259,0.5330309144298259,0.5330309144298259,2.1242781736098677,2.1242781736098677,2.1242781736098677,0.0,0.0,0.0,101.83067187784458
2021-03-24,99.17417329134352,87.70331972428956,114.21485170467436,99.17417329134352,99.17417329134352,2.0494018449671807,2.0494018449671807,2.0494018449671807,-0.06412971523830394,-0.06412971523830394,-0.06412971523830394,2.1135315602054843,2.1135315602054843,2.1135315602054843,0.0,0.0,0.0,101.2235751363107
2021-03-25,99.17498379288219,87.54429984758586,114.51672157620509,99.17498379288219,99.17498379288219,2.405365194458123,2.405365194458123,2.405365194458123,0.32059632000030686,0.32059632000030686,0.32059632000030686,2.084768874457816,2.084768874457816,2.084768874457816,0.0,0.0,0.0,101.58034898734032
2021-03-26,99.17579429442085,87.81839210621467,113.80690186081708,99.17579429442085,99.17579429442085,1.6942314690164042,1.6942314690164042,1.6942314690164042,-0.34324323991694994,-0.34324323991694994,-0.34324323991694994,2.0374747089333543,2.0374747089333543,2.0374747089333543,0.0,0.0,0.0,100.87002576343725
2021-03-27,99.17660479595952,88.58733548930984,115.48013027953658,99.17660479595952,99.17660479595952,2.24556457262172,2.24556457262172,2.24556457262172,0.2738349074569817,0.2738349074569817,0.2738349074569817,1.9717296651647385,1.9717296651647385,1.9717296651647385,0.0,0.0,0.0,101.42216936858124
2021-03-28,99.17741529749817,88.38630875604186,114.1740390366425,99.17741529749817,99.17741529749817,1.9182651273705473,1.9182651273705473,1.9182651273705473,0.030053490728214467,0.030053490728214467,0.030053490728214467,1.888211636642333,1.888211636642333,1.888211636642333,0.0,0.0,0.0,101.09568042486872
2021-03-29,99.17822579903682,86.83650626281425,112.84261745831584,99.17822579903682,99.17822579903682,1.0380365101967735,1.0380365101967735,1.0380365101967735,-0.7501426774607064,-0.7501426774607064,-0.7501426774607064,1.7881791876574797,1.7881791876574797,1.7881791876574797,0.0,0.0,0.0,100.2162623092336
2021-03-30,99.17903630057549,88.88395951970223,116.02261946487766,99.17903630057549,99.17903630057549,2.2064684985017706,2.2064684985017706,2.2064684985017706,0.5330309144305683,0.5330309144305683,0.5330309144305683,1.6734375840712021,1.6734375840712021,1.6734375840712021,0.0,0.0,0.0,101.38550479907727
2021-03-31,99.17984680211416,86.61776819838511,114.98193267474608,99.17984680211416,99.17984680211416,1.482158810954133,1.482158810954133,1.482158810954133,-0.06412971523873442,-0.06412971523873442,-0.06412971523873442,1.5462885261928674,1.5462885261928674,1.5462885261928674,0.0,0.0,0.0,100.66200561306829
2021-04-01,99.18065730365281,87.36356964270612,113.23701861102217,99.18065730365281,99.18065730365281,1.7300614150241465,1.7300614150241465,1.7300614150241465,0.3205963199995929,0.3205963199995929,0.3205963199995929,1.4094650950245535,1.4094650950245535,1.4094650950245535,0.0,0.0,0.0,100.91071871867696
