ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,population,population_lower,population_upper,temperature,temperature_lower,temperature_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-11,98.89710986106033,83.67249356642148,110.32520461237945,98.89710986106033,98.89710986106033,-1.3601558017065503,-1.3601558017065503,-1.3601558017065503,-0.09510148544202936,-0.09510148544202936,-0.09510148544202936,-0.14826195241622392,-0.14826195241622392,-0.14826195241622392,0.053160466974194555,0.053160466974194555,0.053160466974194555,-0.7493524374918992,-0.7493524374918992,-0.7493524374918992,-0.5157018787726217,-0.5157018787726217,-0.5157018787726217,0.0,0.0,0.0,97.53695405935377
2021-01-12,98.89841044716637,85.46671981512922,112.08077444751085,98.89841044716637,98.89841044716637,-0.18391309359256142,-0.18391309359256142,-0.18391309359256142,-0.1365574096707383,-0.1365574096707383,-0.1365574096707383,-0.1482822483713801,-0.1482822483713801,-0.1482822483713801,0.011724838700641796,0.011724838700641796,0.011724838700641796,0.5207276461466254,0.5207276461466254,0.5207276461466254,-0.5680833300684485,-0.5680833300684485,-0.5680833300684485,0.0,0.0,0.0,98.7144973535738
2021-01-13,98.89971103327238,84.44883627719685,110.29247688400119,98.89971103327238,98.89971103327238,-0.8618493086683041,-0.8618493086683041,-0.8618493086683041,-0.14322053027446074,-0.14322053027446074,-0.14322053027446074,-0.14830254432653645,-0.14830254432653645,-0.14830254432653645,0.005082014052075712,0.005082014052075712,0.005082014052075712,-0.07261327682633721,-0.07261327682633721,-0.07261327682633721,-0.6460155015675061,-0.6460155015675061,-0.6460155015675061,0.0,0.0,0.0,98.03786172460408
2021-01-14,98.90101161937842,84.94284592137566,110.94547509459264,98.90101161937842,98.90101161937842,-0.3462974340249709,-0.3462974340249709,-0.3462974340249709,0.07452392975955602,0.07452392975955602,0.07452392975955602,-0.1483228402816926,-0.1483228402816926,-0.1483228402816926,0.22284677004124862,0.22284677004124862,0.22284677004124862,0.3259647599986477,0.3259647599986477,0.3259647599986477,-0.7467861237831747,-0.7467861237831747,-0.7467861237831747,0.0,0.0,0.0,98.55471418535345
2021-01-15,98.90231220548446,84.28618804664592,108.74040981358435,98.90231220548446,98.90231220548446,-1.52782266259502,-1.52782266259502,-1.52782266259502,-0.3403090552677359,-0.3403090552677359,-0.3403090552677359,-0.14834313623684878,-0.14834313623684878,-0.14834313623684878,-0.19196591903088717,-0.19196591903088717,-0.19196591903088717,-0.32056341957143375,-0.32056341957143375,-0.32056341957143375,-0.8669501877558502,-0.8669501877558502,-0.8669501877558502,0.0,0.0,0.0,97.37448954288945
2021-01-16,98.90361279159049,84.1252537955851,110.96821727047983,98.90361279159049,98.90361279159049,-0.8882563623768408,-0.8882563623768408,-0.8882563623768408,-0.15342579553292554,-0.15342579553292554,-0.15342579553292554,-0.14836343219200512,-0.14836343219200512,-0.14836343219200512,-0.00506236334092044,-0.00506236334092044,-0.00506236334092044,0.2675937209310962,0.2675937209310962,0.2675937209310962,-1.0024242877750114,-1.0024242877750114,-1.0024242877750114,0.0,0.0,0.0,98.01535642921365
2021-01-17,98.90491337769652,83.778561339889,111.2639080357069,98.90491337769652,98.90491337769652,-1.3254483436618494,-1.3254483436618494,-1.3254483436618494,-0.20509311628350096,-0.20509311628350096,-0.20509311628350096,-0.1483837281471613,-0.1483837281471613,-0.1483837281471613,-0.05670938813633966,-0.05670938813633966,-0.05670938813633966,0.028243006814064584,0.028243006814064584,0.028243006814064584,-1.1485982341924128,-1.1485982341924128,-1.1485982341924128,0.0,0.0,0.0,97.57946503403467
2021-01-18,98.90621396380256,83.45187461439868,110.51247755372833,98.90621396380256,98.90621396380256,-2.3203150781741075,-2.3203150781741075,-2.3203150781741075,-0.2705017849676886,-0.2705017849676886,-0.2705017849676886,-0.14840402410231746,-0.14840402410231746,-0.14840402410231746,-0.12209776086537114,-0.12209776086537114,-0.12209776086537114,-0.7493524374900078,-0.7493524374900078,-0.7493524374900078,-1.300460855716411,-1.300460855716411,-1.300460855716411,0.0,0.0,0.0,96.58589888562845
2021-01-19,98.90751454990858,85.21927541708529,110.9269473036425,98.90751454990858,98.90751454990858,-0.9488822825149426,-0.9488822825149426,-0.9488822825149426,-0.016873391434800857,-0.016873391434800857,-0.016873391434800857,-0.14842432005747366,-0.14842432005747366,-0.14842432005747366,0.1315509286226728,0.1315509286226728,0.1315509286226728,0.5207276461473482,0.5207276461473482,0.5207276461473482,-1.4527365372274899,-1.4527365372274899,-1.4527365372274899,0.0,0.0,0.0,97.95863226739364
2021-01-20,98.90881513601462,85.01752710111259,109.08742439969362,98.90881513601462,98.90881513601462,-1.88171380424803,-1.88171380424803,-1.88171380424803,-0.20907176608154612,-0.20907176608154612,-0.20907176608154612,-0.14844461601262998,-0.14844461601262998,-0.14844461601262998,-0.060627150068916155,-0.060627150068916155,-0.060627150068916155,-0.07261327682639188,-0.07261327682639188,-0.07261327682639188,-1.6000287613400919,-1.6000287613400919,-1.6000287613400919,0.0,0.0,0.0,97.02710133176659
2021-01-21,98.91011572212065,85.95007211719138,110.76998772195593,98.91011572212065,98.91011572212065,-1.5248027357335554,-1.5248027357335554,-1.5248027357335554,-0.1138007489002134,-0.1138007489002134,-0.1138007489002134,-0.1484649119677862,-0.1484649119677862,-0.1484649119677862,0.034664163067572785,0.034664163067572785,0.034664163067572785,0.3259647599997112,0.3259647599997112,0.3259647599997112,-1.7369667468330532,-1.7369667468330532,-1.7369667468330532,0.0,0.0,0.0,97.38531298638709
2021-01-22,98.91141630822668,83.28016052704118,110.12348674186103,98.91141630822668,98.91141630822668,-2.4360252550018613,-2.4360252550018613,-2.4360252550018613,-0.25711062625437436,-0.25711062625437436,-0.25711062625437436,-0.14848520792294234,-0.14848520792294234,-0.14848520792294234,-0.10862541833143202,-0.10862541833143202,-0.10862541833143202,-0.3205634195718927,-0.3205634195718927,-0.3205634195718927,-1.858351209175594,-1.858351209175594,-1.858351209175594,0.0,0.0,0.0,96.47539105322481
2021-01-23,98.91271689433272,84.47273402053784,109.88958015607861,98.91271689433272,98.91271689433272,-1.5664398156318606,-1.5664398156318606,-1.5664398156318606,0.12526177252174361,0.12526177252174361,0.12526177252174361,-0.14850550387809866,-0.14850550387809866,-0.14850550387809866,0.2737672763998423,0.2737672763998423,0.2737672763998423,0.2675937209336494,0.2675937209336494,0.2675937209336494,-1.9592953090872538,-1.9592953090872538,-1.9592953090872538,0.0,0.0,0.0,97.34627707870085
2021-01-24,98.91401748043876,84.52635249138595,109.80637886032827,98.91401748043876,98.91401748043876,-2.1426471528043303,-2.1426471528043303,-2.1426471528043303,-0.13553315679682634,-0.13553315679682634,-0.13553315679682634,-0.14852579983325484,-0.14852579983325484,-0.14852579983325484,0.012992643036428508,0.012992643036428508,0.012992643036428508,0.0282430068112539,0.0282430068112539,0.0282430068112539,-2.0353570028187575,-2.0353570028187575,-2.0353570028187575,0.0,0.0,0.0,96.77137032763443
2021-01-25,98.91531806654478,82.96614308497006,108.91831247401532,98.91531806654478,98.91531806654478,-2.902796690069838,-2.902796690069838,-2.902796690069838,-0.07078499432111036,-0.07078499432111036,-0.07078499432111036,-0.14854609578841105,-0.14854609578841105,-0.14854609578841105,0.07776110146730068,0.07776110146730068,0.07776110146730068,-0.7493524374927314,-0.7493524374927314,-0.7493524374927314,-2.0826592582559957,-2.0826592582559957,-2.0826592582559957,0.0,0.0,0.0,96.01252137647495
2021-01-26,98.91661865265081,84.34919303121507,110.19700642559103,98.91661865265081,98.91661865265081,-1.7811622509825917,-1.7811622509825917,-1.7811622509825917,-0.20389495055926365,-0.20389495055926365,-0.20389495055926365,-0.14856639174356737,-0.14856639174356737,-0.14856639174356737,-0.055328558815696274,-0.055328558815696274,-0.055328558815696274,0.5207276461480712,0.5207276461480712,0.5207276461480712,-2.097994946571399,-2.097994946571399,-2.097994946571399,0.0,0.0,0.0,97.13545640166822
2021-01-27,98.91791923875685,83.30399496162666,109.31863421213717,98.91791923875685,98.91791923875685,-2.36030003425407,-2.36030003425407,-2.36030003425407,-0.2087731072039597,-0.2087731072039597,-0.2087731072039597,-0.14858668769872352,-0.14858668769872352,-0.14858668769872352,-0.06018641950523618,-0.06018641950523618,-0.06018641950523618,-0.0726132768256601,-0.0726132768256601,-0.0726132768256601,-2.0789136502244503,-2.0789136502244503,-2.0789136502244503,0.0,0.0,0.0,96.55761920450279
2021-01-28,98.91921982486288,84.26434678361167,109.57880654095035,98.91921982486288,98.91921982486288,-1.755193537647271,-1.755193537647271,-1.755193537647271,-0.0573701652754373,-0.0573701652754373,-0.0573701652754373,-0.14860698365387973,-0.14860698365387973,-0.14860698365387973,0.09123681837844243,0.09123681837844243,0.09123681837844243,0.3259647599990109,0.3259647599990109,0.3259647599990109,-2.023788132370845,-2.023788132370845,-2.023788132370845,0.0,0.0,0.0,97.1640262872156
2021-01-29,98.92052041096892,82.95334532166268,109.89928074309393,98.92052041096892,98.92052041096892,-2.3092278850231724,-2.3092278850231724,-2.3092278850231724,-0.05680568943771558,-0.05680568943771558,-0.05680568943771558,-0.14862727960903602,-0.14862727960903602,-0.14862727960903602,0.09182159017132044,0.09182159017132044,0.09182159017132044,-0.32056341957380535,-0.32056341957380535,-0.32056341957380535,-1.9318587760116515,-1.9318587760116515,-1.9318587760116515,0.0,0.0,0.0,96.61129252594574
2021-01-30,98.92182099707495,84.1305185601809,110.42945181648624,98.92182099707495,98.92182099707495,-1.6698283269496887,-1.6698283269496887,-1.6698283269496887,-0.13416714010042072,-0.13416714010042072,-0.13416714010042072,-0.14864757556419222,-0.14864757556419222,-0.14864757556419222,0.014480435463771524,0.014480435463771524,0.014480435463771524,0.26759372093293776,0.26759372093293776,0.26759372093293776,-1.8032549077822058,-1.8032549077822058,-1.8032549077822058,0.0,0.0,0.0,97.25199267012526
2021-01-31,98.92312158318097,84.71627252727258,109.82664132604394,98.92312158318097,98.92312158318097,-1.6438771343462437,-1.6438771343462437,-1.6438771343462437,-0.033127586905451006,-0.033127586905451006,-0.033127586905451006,-0.1486678715193484,-0.1486678715193484,-0.1486678715193484,0.11554028461389741,0.11554028461389741,0.11554028461389741,0.02824300681153546,0.02824300681153546,0.02824300681153546,-1.6389925542523283,-1.6389925542523283,-1.6389925542523283,0.0,0.0,0.0,97.27924444883473
2021-02-01,98.92442216928701,83.77989640769162,108.69480866875416,98.92442216928701,98.92442216928701,-2.446999327484164,-2.446999327484164,-2.446999327484164,-0.2566980695175549,-0.2566980695175549,-0.2566980695175549,-0.14868816747450458,-0.14868816747450458,-0.14868816747450458,-0.10800990204305035,-0.10800990204305035,-0.10800990204305035,-0.7493524374908401,-0.7493524374908401,-0.7493524374908401,-1.440948820475769,-1.440948820475769,-1.440948820475769,0.0,0.0,0.0,96.47742284180285
2021-02-02,98.92572275539305,85.50458391306918,112.19762265045306,98.92572275539305,98.92572275539305,-0.7920711338452479,-0.7920711338452479,-0.7920711338452479,-0.1009850663714422,-0.1009850663714422,-0.1009850663714422,-0.1487084634296609,-0.1487084634296609,-0.1487084634296609,0.047723397058218715,0.047723397058218715,0.047723397058218715,0.5207276461461486,0.5207276461461486,0.5207276461461486,-1.2118137136199543,-1.2118137136199543,-1.2118137136199543,0.0,0.0,0.0,98.1336516215478
2021-02-03,98.92702334149908,84.92651035263161,111.10590018204088,98.92702334149908,98.92702334149908,-0.8023350046941939,-0.8023350046941939,-0.8023350046941939,0.2252991135440889,0.2252991135440889,0.2252991135440889,-0.14872875938481708,-0.14872875938481708,-0.14872875938481708,0.374027872928906,0.374027872928906,0.374027872928906,-0.07261327682571472,-0.07261327682571472,-0.07261327682571472,-0.955020841412568,-0.955020841412568,-0.955020841412568,0.0,0.0,0.0,98.12468833680488
2021-02-04,98.9283239276051,84.31025026676073,111.15091666215133,98.9283239276051,98.9283239276051,-0.4489979269884613,-0.4489979269884613,-0.4489979269884613,-0.10030370761405018,-0.10030370761405018,-0.10030370761405018,-0.1487490553399733,-0.1487490553399733,-0.1487490553399733,0.048445347725923106,0.048445347725923106,0.048445347725923106,0.32596476000007446,0.32596476000007446,0.32596476000007446,-0.6746589793744856,-0.6746589793744856,-0.6746589793744856,0.0,0.0,0.0,98.47932600061665
2021-02-05,98.92962451371115,84.9006920359468,111.27426317629714,98.92962451371115,98.92962451371115,-0.710913976923375,-0.710913976923375,-0.710913976923375,-0.014983550319793124,-0.014983550319793124,-0.014983550319793124,-0.14876935129512958,-0.14876935129512958,-0.14876935129512958,0.13378580097533646,0.13378580097533646,0.13378580097533646,-0.32056341957013657,-0.32056341957013657,-0.32056341957013657,-0.37536700703344533,-0.37536700703344533,-0.37536700703344533,0.0,0.0,0.0,98.21871053678777
2021-02-06,98.93092509802966,85.2028927550817,112.5490666172811,98.93092509802966,98.93092509802966,0.26658741072642417,0.26658741072642417,0.26658741072642417,0.06120883771820276,0.06120883771820276,0.06120883771820276,-0.14878964725028576,-0.14878964725028576,-0.14878964725028576,0.20999848496848852,0.20999848496848852,0.20999848496848852,0.2675937209255226,0.2675937209255226,0.2675937209255226,-0.062215147917301095,-0.062215147917301095,-0.062215147917301095,0.0,0.0,0.0,99.19751250875609
2021-02-07,98.93222568234816,87.0213513651236,113.87562058934702,98.93222568234816,98.93222568234816,0.2982151506383357,0.2982151506383357,0.2982151506383357,0.010547943383963365,0.010547943383963365,0.010547943383963365,-0.14880994320544197,-0.14880994320544197,-0.14880994320544197,0.15935788658940533,0.15935788658940533,0.15935788658940533,0.02824300681414287,0.02824300681414287,0.02824300681414287,0.2594242004402295,0.2594242004402295,0.2594242004402295,0.0,0.0,0.0,99.2304408329865
2021-02-08,98.93352626666668,85.2749626131831,111.4734566998925,98.93352626666668,98.93352626666668,-0.3279865389434565,-0.3279865389434565,-0.3279865389434565,-0.16264660259607247,-0.16264660259607247,-0.16264660259607247,-0.1488302391605983,-0.1488302391605983,-0.1488302391605983,-0.013816363435474186,-0.013816363435474186,-0.013816363435474186,-0.7493524374912562,-0.7493524374912562,-0.7493524374912562,0.5840125011438723,0.5840125011438723,0.5840125011438723,0.0,0.0,0.0,98.60553972772321
2021-02-09,98.93482685098517,87.37002817417199,112.44895630665224,98.93482685098517,98.93482685098517,1.1072777600965376,1.1072777600965376,1.1072777600965376,-0.3194341578481533,-0.3194341578481533,-0.3194341578481533,-0.14885053511575444,-0.14885053511575444,-0.14885053511575444,-0.17058362273239885,-0.17058362273239885,-0.17058362273239885,0.5207276461458061,0.5207276461458061,0.5207276461458061,0.9059842717988847,0.9059842717988847,0.9059842717988847,0.0,0.0,0.0,100.04210461108171
2021-02-10,98.93612743530367,86.5747329061514,112.79938790955568,98.93612743530367,98.93612743530367,0.958383958736608,0.958383958736608,0.958383958736608,-0.18888843923299903,-0.18888843923299903,-0.18888843923299903,-0.14887083107091065,-0.14887083107091065,-0.14887083107091065,-0.04001760816208838,-0.04001760816208838,-0.04001760816208838,-0.07261327682615677,-0.07261327682615677,-0.07261327682615677,1.2198856747957636,1.2198856747957636,1.2198856747957636,0.0,0.0,0.0,99.89451139404028
2021-02-11,98.93742801962219,86.88428603357632,113.83735493319716,98.93742801962219,98.93742801962219,1.7758170428116085,1.7758170428116085,1.7758170428116085,-0.07065650476757672,-0.07065650476757672,-0.07065650476757672,-0.14889112702606697,-0.14889112702606697,-0.14889112702606697,0.07823462225849025,0.07823462225849025,0.07823462225849025,0.32596475999937424,0.32596475999937424,0.32596475999937424,1.5205087875798111,1.5205087875798111,1.5205087875798111,0.0,0.0,0.0,100.7132450624338
2021-02-12,98.9387286039407,87.71853957913952,113.58240768994234,98.9387286039407,98.9387286039407,1.275174823710704,1.275174823710704,1.275174823710704,-0.2072797412757932,-0.2072797412757932,-0.2072797412757932,-0.14891142298122315,-0.14891142298122315,-0.14891142298122315,-0.058368318294570065,-0.058368318294570065,-0.058368318294570065,-0.32056341957204926,-0.32056341957204926,-0.32056341957204926,1.8030179845585463,1.8030179845585463,1.8030179845585463,0.0,0.0,0.0,100.2139034276514
2021-02-13,98.94002918825922,87.84084937575416,114.06624130141505,98.94002918825922,98.94002918825922,2.2410075560863505,2.2410075560863505,2.2410075560863505,-0.08965127231182622,-0.08965127231182622,-0.08965127231182622,-0.14893171893637935,-0.14893171893637935,-0.14893171893637935,0.059280446624553125,0.059280446624553125,0.059280446624553125,0.26759372092807576,0.26759372092807576,0.26759372092807576,2.0630651074701007,2.0630651074701007,2.0630651074701007,0.0,0.0,0.0,101.18103674434556
2021-02-14,98.94132977257772,88.18904557105697,114.08224854324085,98.94132977257772,98.94132977257772,2.265743441438553,2.265743441438553,2.265743441438553,-0.05939000111264314,-0.05939000111264314,-0.05939000111264314,-0.1489520148915355,-0.1489520148915355,-0.1489520148915355,0.08956201377889236,0.08956201377889236,0.08956201377889236,0.028243006814424633,0.028243006814424633,0.028243006814424633,2.2968904357367714,2.2968904357367714,2.2968904357367714,0.0,0.0,0.0,101.20707321401628
2021-02-15,98.94263035689622,87.8434074950173,113.99185201274567,98.94263035689622,98.94263035689622,1.7517597672864649,1.7517597672864649,1.7517597672864649,-0.0002946779866705657,-0.0002946779866705657,-0.0002946779866705657,-0.14897231084669185,-0.14897231084669185,-0.14897231084669185,0.14867763286002128,0.14867763286002128,0.14867763286002128,-0.7493524374893649,-0.7493524374893649,-0.7493524374893649,2.5014068827625007,2.5014068827625007,2.5014068827625007,0.0,0.0,0.0,100.69439012418268
2021-02-16,98.94393094121473,88.87932029355112,115.71602693266034,98.94393094121473,98.94393094121473,3.2714993923675975,3.2714993923675975,3.2714993923675975,0.07650641991757134,0.07650641991757134,0.07650641991757134,-0.14899260680184803,-0.14899260680184803,-0.14899260680184803,0.22549902671941938,0.22549902671941938,0.22549902671941938,0.5207276461475945,0.5207276461475945,0.5207276461475945,2.6742653263024323,2.6742653263024323,2.6742653263024323,0.0,0.0,0.0,102.21543033358233
2021-02-17,98.94523152553323,89.236932887095,113.67452129232622,98.94523152553323,98.94523152553323,2.6426604350752596,2.6426604350752596,2.6426604350752596,-0.09862580515942741,-0.09862580515942741,-0.09862580515942741,-0.1490129027570042,-0.1490129027570042,-0.1490129027570042,0.050387097597576785,0.050387097597576785,0.050387097597576785,-0.07261327682582383,-0.07261327682582383,-0.07261327682582383,2.8138995170605106,2.8138995170605106,2.8138995170605106,0.0,0.0,0.0,101.58789196060849
2021-02-18,98.94653210985174,89.06107039462657,115.52996193828773,98.94653210985174,98.94653210985174,3.0764100710458915,3.0764100710458915,3.0764100710458915,-0.16910427325651237,-0.16910427325651237,-0.16910427325651237,-0.1490331987121605,-0.1490331987121605,-0.1490331987121605,-0.02007107454435185,-0.02007107454435185,-0.02007107454435185,0.3259647600003193,0.3259647600003193,0.3259647600003193,2.919549584302085,2.919549584302085,2.919549584302085,0.0,0.0,0.0,102.02294218089763
2021-02-19,98.94783269417024,88.9176776538125,115.45057469797085,98.94783269417024,98.94783269417024,2.534321812832703,2.534321812832703,2.534321812832703,-0.1363785219480248,-0.1363785219480248,-0.1363785219480248,-0.1490534946673167,-0.1490534946673167,-0.1490534946673167,0.0126749727192919,0.0126749727192919,0.0126749727192919,-0.32056341957117124,-0.32056341957117124,-0.32056341957117124,2.991263754351899,2.991263754351899,2.991263754351899,0.0,0.0,0.0,101.48215450700295
2021-02-20,98.94913327848874,89.0839235147055,113.91037477218805,98.94913327848874,98.94913327848874,3.202134130904593,3.202134130904593,3.202134130904593,-0.09533809058766247,-0.09533809058766247,-0.09533809058766247,-0.1490737906224729,-0.1490737906224729,-0.1490737906224729,0.053735700034810416,0.053735700034810416,0.053735700034810416,0.267593720930629,0.267593720930629,0.267593720930629,3.0298785005616264,3.0298785005616264,3.0298785005616264,0.0,0.0,0.0,102.15126740939334
2021-02-21,98.95043386280726,90.30272787444494,115.52083372336523,98.95043386280726,98.95043386280726,3.037980844736688,3.037980844736688,3.037980844736688,-0.02724009700036043,-0.02724009700036043,-0.02724009700036043,-0.1490940865776292,-0.1490940865776292,-0.1490940865776292,0.12185398957726877,0.12185398957726877,0.12185398957726877,0.028243006811613833,0.028243006811613833,0.028243006811613833,3.036977934925434,3.036977934925434,3.036977934925434,0.0,0.0,0.0,101.98841470754395
2021-02-22,98.95173444712576,88.57310499425249,114.3354534706751,98.95173444712576,98.95173444712576,2.0384107479319704,2.0384107479319704,2.0384107479319704,-0.22707063018610438,-0.22707063018610438,-0.22707063018610438,-0.14911438253278542,-0.14911438253278542,-0.14911438253278542,-0.07795624765331897,-0.07795624765331897,-0.07795624765331897,-0.7493524374897809,-0.7493524374897809,-0.7493524374897809,3.014833815607856,3.014833815607856,3.014833815607856,0.0,0.0,0.0,100.99014519505774
2021-02-23,98.95303503144427,89.7823495523635,116.73482528711592,98.95303503144427,98.95303503144427,3.5075273180952533,3.5075273180952533,3.5075273180952533,0.02047160620344695,0.02047160620344695,0.02047160620344695,-0.14913467848794157,-0.14913467848794157,-0.14913467848794157,0.16960628469138853,0.16960628469138853,0.16960628469138853,0.5207276461446063,0.5207276461446063,0.5207276461446063,2.9663280657472,2.9663280657472,2.9663280657472,0.0,0.0,0.0,102.46056234953953
2021-02-24,98.95433561576277,89.23845972174526,113.84014007632373,98.95433561576277,98.95433561576277,2.5735625153086668,2.5735625153086668,2.5735625153086668,-0.24868437064723217,-0.24868437064723217,-0.24868437064723217,-0.14915497444309775,-0.14915497444309775,-0.14915497444309775,-0.09952939620413441,-0.09952939620413441,-0.09952939620413441,-0.07261327682626588,-0.07261327682626588,-0.07261327682626588,2.8948601627821646,2.8948601627821646,2.8948601627821646,0.0,0.0,0.0,101.52789813107144
2021-02-25,98.95563620008129,89.28117349193865,115.13739576064935,98.95563620008129,98.95563620008129,3.110146590936934,3.110146590936934,3.110146590936934,-0.020060320836616095,-0.020060320836616095,-0.020060320836616095,-0.1491752703982541,-0.1491752703982541,-0.1491752703982541,0.129114949561638,0.129114949561638,0.129114949561638,0.325964759999619,0.325964759999619,0.325964759999619,2.804242151773931,2.804242151773931,2.804242151773931,0.0,0.0,0.0,102.06578279101822
