Zone,Area,Leak,Water Flow Rate,Pressure,Temperature,Pipe Diameter,Distance from Pump Station
North Zone,Tondiarpet,0,102.79579097771897,106.50781994117169,89.47445434659362,114.54381317726082,98.46783500330847
North Zone,Tondiarpet,1,80.43061629451006,91.99972830277338,98.16229424995173,82.25603020511319,96.04753798072244
North Zone,Tondiarpet,0,89.09211997819735,83.15066401730637,78.64786049976011,98.75756395339201,94.8949808427769
North Zone,Tondiarpet,0,103.87761287597358,109.61703142639033,96.97849580657041,106.07804907032727,107.57315030716622
North Zone,Tondiarpet,1,87.03224307385835,90.32463419410759,85.65527853678408,97.36523419185485,95.81361891687244
North Zone,Tondiarpet,0,118.544912185437,106.14591239232682,94.00459651983662,85.259181007509,112.54255946307491
North Zone,Tondiarpet,0,114.43055019964254,109.29323827479429,102.00286628363638,105.85795921766457,92.92445915596858
North Zone,Tondiarpet,1,78.1600764326804,121.14107288320129,114.36346727980752,85.51467264792815,90.55520229003758
North Zone,Tondiarpet,0,90.8359680435147,102.13154958583817,98.36934700567032,96.13787143188,115.16090208227287
North Zone,Tondiarpet,1,95.6977643915824,98.07080929995648,112.18392957534437,90.85648139809906,95.70876070311832
North Zone,Tondiarpet,0,99.401825518441,93.87649041855786,111.12884007109422,88.90430834723571,92.26923149051522
North Zone,Tondiarpet,0,104.76263961531704,92.04499755181024,102.7297528007028,91.82182496913818,126.74130165548374
North Zone,Tondiarpet,0,91.97292106706311,93.49495016509874,94.05446152938313,100.72200167901212,106.9969238818336
North Zone,Tondiarpet,0,72.6311274234704,110.85867793970736,102.24694906005254,123.5212394440872,108.93063491653542
North Zone,Tondiarpet,0,111.95891577475385,100.19758545567561,113.37807533801174,98.11264857596991,104.6100037662351
North Zone,Tondiarpet,0,116.87579656512357,91.83494618029619,90.40414045397083,107.05540991109038,107.72277224056906
North Zone,Tondiarpet,0,115.26499977502132,87.20183179298601,92.82662997663701,105.77937667745884,88.5039865328335
North Zone,Tondiarpet,0,89.61142346405181,100.72380317886032,91.11852499798701,123.43518278392898,92.97018256384669
North Zone,Tondiarpet,0,86.52453187469911,98.1220986322614,105.00657331490724,113.07046577714668,116.15575288416372
North Zone,Tondiarpet,0,92.10995968528506,93.60141087555036,85.87273084447281,123.03184623141891,104.4173056218749
North Zone,Tondiarpet,0,88.38022892752886,98.28803558329439,92.35031321914511,110.0270466305908,98.46369101162458
North Zone,Tondiarpet,0,91.62887892670375,109.34231418697482,115.13876885047412,92.50903814174607,109.20635730966768
North Zone,Tondiarpet,0,102.20600182745467,110.28610748858773,84.46409927795128,104.24695116825897,95.21856556683954
North Zone,Tondiarpet,1,83.50968803336754,108.9188432094847,95.0888745599976,111.32181930151522,100.28884227243482
North Zone,Tondiarpet,0,87.24119149270784,112.06046853182332,105.90233734369879,78.85235629723087,97.75409736251201
North Zone,Tondiarpet,0,101.49493890191007,94.49759188432243,106.35305095863002,97.5995840233501,107.53770836074521
North Zone,Tondiarpet,0,89.57794432835915,86.10857177803624,104.54018538528139,90.74659880134827,114.80589301041417
North Zone,Tondiarpet,0,104.9175719598073,78.46579302958654,114.49695333943632,94.95078308272964,117.02232476579285
North Zone,Tondiarpet,0,105.52221089572163,84.70623603372312,85.30276443176366,101.76612488148913,84.47276956435054
North Zone,Tondiarpet,1,87.84834032184281,100.2655554097253,85.79666892489476,103.4725438617262,100.03303684200648
North Zone,Tondiarpet,0,91.91138335919123,105.39388596731716,109.88743030412721,96.41883984266428,102.82530009779434
North Zone,Tondiarpet,1,87.05524617255865,105.1203686378068,107.02157148405772,98.63392965722319,109.8187335396367
North Zone,Tondiarpet,0,88.99444790209559,104.13773317485425,101.12059004519723,108.31315290234377,97.23792894903306
North Zone,Tondiarpet,0,119.61640494995994,91.73336900926549,96.5857378838237,94.02993817233536,103.05774372466772
North Zone,Tondiarpet,0,86.8044964269376,106.55355606616394,103.23850207619302,102.75634244940989,110.03695047073856
North Zone,Tondiarpet,0,94.19129452634674,80.30015896257102,88.76638018713035,84.39838372170045,93.40059187267178
North Zone,Tondiarpet,0,110.15426163992925,91.81304643577182,103.87254872173853,107.81322797885626,123.20273658819849
North Zone,Tondiarpet,0,99.99476198443446,100.48340408394905,71.32265547632431,105.02698107994271,95.62565937890737
North Zone,Tondiarpet,0,117.51553687092238,101.28288875735198,107.67103228846725,99.49380758043813,113.34908474401709
North Zone,Tondiarpet,0,99.45861465899331,117.73964158286368,88.19441915915226,106.59711940191814,90.69456018138646
North Zone,Tondiarpet,1,96.82505408274406,101.13160611861697,96.07103860785718,114.24794535883132,93.02609087128019
North Zone,Tondiarpet,0,104.76661704666441,102.38007358947746,96.05399811415123,87.74215869004894,117.21230404696604
North Zone,Tondiarpet,0,112.9627569002937,100.55791624341731,90.35915476536988,88.64895911631697,98.8789457830647
North Zone,Tondiarpet,1,112.84850837102015,106.52092268309232,102.15927665863973,97.81898341447582,126.26324349024613
North Zone,Tondiarpet,0,109.20564883504332,90.91492235752284,88.63490727267086,102.06336128655667,93.12806108589024
North Zone,Royapuram,0,104.62553917127903,97.70183893987887,98.97261805441005,109.09292435671222,82.14561876375248
North Zone,Royapuram,0,104.39898004082993,94.26030073412532,103.4215614310196,113.3698649540762,104.99776240110315
North Zone,Royapuram,0,112.75917216513474,94.88742469127317,117.69354291949193,117.76216062718657,117.3200277141431
North Zone,Royapuram,1,107.10122573126098,89.37044229909772,105.39118908878325,118.4973058586373,84.9105128974711
North Zone,Royapuram,0,107.49125092689845,113.02825500672645,98.906369013738,119.24199916862756,97.97145959465934
North Zone,Royapuram,1,103.43637916126826,106.09135819573574,81.54760001425157,84.71616615768122,97.82249552793836
North Zone,Royapuram,0,105.44572453696418,114.94697912782948,103.03156521927606,100.17398246561545,107.51032386329796
North Zone,Royapuram,0,92.32290669192145,98.93966439983426,119.48644699990993,96.66385705808932,105.7385671456471
North Zone,Royapuram,0,86.39780229462148,109.21710065002033,88.71910966373373,102.11467817300641,89.86329562550502
North Zone,Royapuram,0,101.56270155322827,98.68918659370297,97.20955020773513,103.31255682142219,110.21189270568465
North Zone,Royapuram,0,105.67461886335515,92.00444457106967,115.57865878346811,99.63312861482224,87.27110806773688
North Zone,Royapuram,0,104.6918529154165,104.4483045198002,94.86174852240208,95.07635383166138,97.07352185364475
North Zone,Royapuram,0,109.06175182870737,73.72286276169777,118.10038883615896,115.73846310702488,97.68102663827169
North Zone,Royapuram,0,101.63967263997817,97.39609966738715,111.9165161236263,99.4706796320138,111.51181659932494
North Zone,Royapuram,0,80.66470625607006,104.70265945583684,85.09518235700561,96.884978808411,90.29341357278574
North Zone,Royapuram,0,94.53529545367918,106.69818005258279,90.38156500799882,109.51591530179627,98.84775919158982
North Zone,Royapuram,0,94.87154068773694,94.42806882907436,97.4661031323587,101.80958141963815,116.06328419025743
North Zone,Royapuram,0,90.68247413740346,97.12935298005124,98.03984112344264,115.43647360162832,95.91014559999066
North Zone,Royapuram,0,80.52579196875223,89.91506735757542,98.40663276019701,95.12730911307546,114.36228744437541
North Zone,Royapuram,0,82.46245152136584,84.45705083619485,102.03768379957793,104.31949537499929,94.60055567390995
North Zone,Royapuram,0,103.63885736972826,107.3090900181135,73.27766589734739,90.62477759437527,114.25164944920947
North Zone,Royapuram,0,95.24203822133751,107.0468555064938,101.09226093233188,105.35074677751386,90.95026420108303
North Zone,Royapuram,0,102.83057959927675,105.71230551824843,97.98414714297917,95.57231699290777,106.35398683353014
North Zone,Royapuram,0,109.5791706567856,80.09783636751288,99.18239451859175,106.31394837411705,90.90915141337926
North Zone,Royapuram,0,97.6667840785979,118.93960018506601,112.57866167573874,93.31250279935739,96.8830454779341
North Zone,Royapuram,0,110.10910348802712,119.7564783895154,89.34272047480864,87.23554323175877,108.92934103733474
North Zone,Royapuram,0,97.97523814193788,92.60613372711629,110.4848289714291,109.90560163801865,91.51094501135252
North Zone,Royapuram,0,92.87925967925054,94.65395672437349,99.40887547133204,110.99209557139397,113.74795583838835
North Zone,Royapuram,0,103.30966015174496,91.24030788732153,104.41407498812447,107.67916108913478,101.33042508623569
North Zone,Royapuram,0,118.58145727082959,102.65540302512005,98.31457351156104,101.66717370719607,96.53767502510632
North Zone,Royapuram,0,101.50649940136623,110.23372169872579,112.36346037302751,98.20300692157524,98.82793114860378
North Zone,Royapuram,0,108.08374063072402,87.46793359248376,99.2390808306052,102.78988236854487,92.89164731232553
North Zone,Royapuram,0,104.07083285116492,106.52349312189409,121.63090346331032,96.8907458146584,98.48354729198542
North Zone,Royapuram,0,104.93248688055328,108.95306153889341,103.95460085976289,102.79795370883988,122.30649113428917
North Zone,Royapuram,0,104.97409775739179,100.78548542417899,86.26953985721815,116.41965558468199,108.96774972104062
North Zone,Royapuram,0,114.91027666167949,111.4475955663982,97.6942895924964,104.68054678318805,92.27686417051143
North Zone,Royapuram,0,102.37774722409642,108.42055861734327,98.14057970314445,98.7089748403755,97.09247475049642
North Zone,Royapuram,1,105.653450081323,101.14984552550824,101.86170022989239,97.77724687789745,106.16104002834955
North Zone,Royapuram,0,103.59072736465664,113.00242758003697,116.27463762032332,112.85121848879064,98.71409356653352
North Zone,Royapuram,0,109.62649972448301,105.03484509276434,115.6948208328289,100.84523325550792,122.37944735512514
North Zone,Royapuram,0,82.46157725798508,105.92345295845757,95.32985041804936,103.02811015062139,103.06231785360836
North Zone,Royapuram,1,89.96092467878516,98.42668440481054,112.03999738389486,99.50070644220327,97.57811930197492
North Zone,Royapuram,0,109.20381068231039,85.51534364574147,96.71083610617991,95.02583100868478,107.14486625697403
North Zone,Royapuram,0,104.83089545979638,99.01008140669676,130.11664083905504,96.08770350539537,102.12948802246194
North Zone,Royapuram,0,111.24171391255935,100.71421820125319,95.81329459566882,72.75867518061855,94.94428027310009
North Zone,Royapuram,0,104.8346135727214,93.50224257875838,93.82276145627472,114.88045550417829,85.54272520030223
North Zone,Royapuram,0,94.03509006407013,106.29120779984059,105.74516138630885,78.78068848827951,102.98807370903899
North Zone,Royapuram,0,110.25040376339119,99.29602087389927,98.59041943173992,90.62514238712602,111.23942073057043
North Zone,Royapuram,0,89.83372426504101,93.40147648201042,105.01163633686295,90.7044919666782,122.68075683165333
North Zone,Royapuram,1,103.18175845839504,111.030128486829,97.00881819629896,113.79291786143905,109.24526538756838
North Zone,Royapuram,0,111.71906328750728,95.87679782382877,97.71216800984992,101.01115829342278,98.87752173923887
North Zone,Royapuram,0,76.70129237477491,102.36178554072174,102.53815695188723,92.10845967361877,111.26935801672312
North Zone,Royapuram,1,96.21658673135354,104.42991001823405,93.78999838970084,103.59338240770941,78.90928919885953
North Zone,Royapuram,1,100.33223577908115,92.60178487864647,92.54360156907426,96.04327850461284,87.83026801771582
North Zone,Royapuram,0,96.85161184015926,96.29288905694354,104.07092615239722,102.64670807795585,97.86882533062277
North Zone,Royapuram,0,98.77293165552805,95.9222290729718,79.22122598969538,109.34711377010223,96.03338543417348
North Zone,Royapuram,0,112.94101371148722,77.08078949482265,90.06812449129113,110.52151835114378,101.77912529211687
North Zone,Royapuram,0,109.16126687570134,96.21154104502334,85.91265078315531,88.29647670437156,102.62697153312504
North Zone,Royapuram,0,102.1897920346825,107.4384023731065,91.46239197049069,93.8811822104794,103.11425560378456
North Zone,Royapuram,0,106.60456966698379,101.69278797583199,117.4798312769191,99.37331936286029,97.04488668304191
North Zone,Royapuram,0,84.15612106866072,115.16491630681412,100.66044505674681,95.06036825728779,84.70304400002411
North Zone,Royapuram,1,106.584365178984,96.79598608914736,94.11236140835057,94.47826763154629,88.50900205153278
North Zone,Royapuram,0,80.00994498829733,93.81431251728333,110.16430275445369,98.9222267488961,91.34755783750654
North Zone,Royapuram,0,100.75003614773553,93.18259508170468,92.17644660389215,92.68096321049582,91.61027917970083
North Zone,Royapuram,0,102.83017735191675,97.00632048185399,88.36136418503642,113.85387010377939,107.6398326078803
North Zone,Royapuram,0,99.55878198390428,101.26348783360757,128.00486726375755,119.66155333254055,112.0882036111546
North Zone,Royapuram,0,108.514560511857,104.92228182774551,107.75112576232131,94.8709499111108,116.83811495461651
North Zone,Royapuram,1,93.67416491823514,105.92510382195029,106.6646739262966,98.60638146693731,92.26825232220185
North Zone,Royapuram,1,108.3151274488665,105.35166677603574,81.24504494686332,94.80237285715911,97.54904994525224
North Zone,Royapuram,0,88.86588722872902,92.0934568693691,96.73429538497807,101.22720029253547,99.46292184911013
North Zone,Royapuram,1,111.65376861753049,102.59558227738307,92.18243378169375,91.66806670749104,102.40728685145328
North Zone,Royapuram,0,99.47160104326683,88.34563697141037,110.68208933540622,95.6462991066975,106.71805145194622
North Zone,Royapuram,0,100.20689950217462,112.40257036595281,107.58184199545364,96.6311598565541,100.83437769947884
North Zone,Royapuram,0,99.93069151112125,92.75685716773683,90.12343082358441,98.73921861068926,92.16721020066353
North Zone,Royapuram,0,89.16394240188663,101.42110286389781,94.71462089258544,105.01834329152176,98.8957871268208
North Zone,Royapuram,0,101.0628323233423,101.39143667096062,97.82578035819267,99.87989317674199,92.71789273214414
North Zone,Royapuram,0,96.62241984295912,96.48397883986613,109.57326358180715,91.63102389314491,105.904489871033
North Zone,Royapuram,0,106.9515076220834,93.6541453816682,96.61251077317512,107.53622400789138,95.38366152355029
North Zone,Royapuram,0,105.63520692124294,115.99959512903419,102.45003280153426,95.42955047895443,95.64755498100848
North Zone,Royapuram,0,86.02391605927592,114.13003867063614,96.52121712557981,109.1203409522013,105.6541516477122
North Zone,Royapuram,0,109.05858121824875,111.18511742105179,93.9323969829739,110.47458911043421,109.75608006791333
North Zone,Royapuram,0,92.84331838740607,102.38874091726049,94.8265271822834,96.36073163277364,102.4589629077757
North Zone,Royapuram,0,102.2147019343615,87.610284048968,119.78724117551073,106.04628317643132,91.6388589932815
North Zone,Royapuram,0,98.44227572991676,89.68854909274994,102.84275068668222,99.36437726758682,95.41603747492738
North Zone,Royapuram,0,107.62417048985331,105.8151230242424,96.91493497146111,109.86524736896109,103.25194348290132
North Zone,Royapuram,0,90.98439858754654,87.75461948759802,97.71535937290746,107.2572323034781,100.84583120119936
North Zone,Royapuram,0,117.71823119305368,100.12873320751591,111.83291195014066,108.04029119769628,114.05294622546946
North Zone,Royapuram,0,115.53474886436406,113.35986864063337,94.51946625888719,109.38046077318819,84.6328057929283
North Zone,Royapuram,0,105.66304156030706,99.85464404109526,125.45973343945859,97.71167772536333,102.46725176147609
North Zone,Royapuram,0,98.29073727401342,118.28488371618121,91.67855347714611,112.66685182268212,120.20678525390255
North Zone,Royapuram,0,105.40015607868793,105.37535144166604,98.20871214535534,91.02467672879122,102.00215766185762
North Zone,Royapuram,0,97.27740421699686,112.8804945345565,97.52525647611817,100.5504593971231,99.87859672239878
North Zone,Royapuram,0,106.35652665696044,104.11536344019578,93.76488365752996,93.97794960389365,87.90939762282622
North Zone,Royapuram,0,99.16338809231398,102.30362761465234,113.1456120737773,106.25588412951957,110.34354514279983
North Zone,Royapuram,0,82.7821405934194,86.08674587644623,109.74752183643864,98.44499546593183,103.8616892156226
North Zone,Royapuram,1,98.86038293455222,103.25159600662225,107.52932480591079,99.95796049998116,107.47223572103464
North Zone,Royapuram,0,82.05150516519015,102.02078208442174,90.95236876462927,93.36139212664672,110.68672934964843
North Zone,Royapuram,0,95.709762178774,97.16221705594135,80.87785266594905,102.52828966527335,85.71455681703908
North Zone,Royapuram,0,107.37292587407893,95.88937649439477,90.19189195117939,109.51206023294938,102.20469668471922
North Zone,Thiru-Vi-Ka Nagar,0,76.07728803098635,102.15884521759659,98.22820070279857,104.5317206247528,97.24692023864137
North Zone,Thiru-Vi-Ka Nagar,0,95.69976535831277,90.18895565726436,88.04697097039758,106.50822945139852,91.8532826887992
North Zone,Thiru-Vi-Ka Nagar,0,98.6472590545421,81.5508649225061,105.98656835568812,105.02578899663666,110.80635553757274
North Zone,Thiru-Vi-Ka Nagar,0,93.60196334589803,105.2954286470432,111.11880763776867,89.65209868994805,106.00429714906946
North Zone,Thiru-Vi-Ka Nagar,0,98.49358254448131,90.43299548755897,132.00315299645388,107.85549345275096,97.17852163984784
North Zone,Thiru-Vi-Ka Nagar,0,90.09109592521456,88.79001369096135,116.69549111939317,101.26954395952586,111.85510884632015
North Zone,Thiru-Vi-Ka Nagar,0,94.83402654005646,102.73776744470527,98.75529729829461,96.83310529451428,100.5135176615628
North Zone,Thiru-Vi-Ka Nagar,0,103.2178819789618,80.79683029548461,95.2579952310978,99.87252092259796,91.57268792319455
North Zone,Thiru-Vi-Ka Nagar,0,92.1545927061272,107.41112376756105,101.74625448706003,116.86659478586184,96.04044159437088
North Zone,Thiru-Vi-Ka Nagar,0,90.92638053346639,88.2440431279787,92.04357965649447,96.97855326560246,83.08146424498347
North Zone,Thiru-Vi-Ka Nagar,0,110.54851111927341,114.39055438262508,83.83667203993838,99.35017737072768,99.6413145535357
North Zone,Thiru-Vi-Ka Nagar,1,106.46707964631135,107.4457784602145,83.35924197155285,106.84408325661896,109.31569075630023
North Zone,Thiru-Vi-Ka Nagar,0,111.50953431594495,101.39127568632506,94.27308244034927,101.44649264091623,97.95841861602125
North Zone,Thiru-Vi-Ka Nagar,1,81.95465789995694,93.60525025151162,99.13158850305082,101.96469774961224,95.33198988881614
North Zone,Thiru-Vi-Ka Nagar,0,108.78196148779644,115.37210411553858,98.59185331949574,97.1608146079212,100.00843615133982
North Zone,Thiru-Vi-Ka Nagar,0,97.15655215195528,98.69867087655251,117.2788159004244,96.362114196491,116.10342975542547
North Zone,Thiru-Vi-Ka Nagar,0,94.43911032411171,109.10992933081108,105.85319069891612,125.09110639131323,96.77092045272923
North Zone,Thiru-Vi-Ka Nagar,0,88.6332242990914,115.3755290899667,85.0750647150196,99.62605399427467,84.94899062456307
North Zone,Thiru-Vi-Ka Nagar,0,105.67786881749072,82.57325353426725,114.06009874623808,83.32598399016156,101.31607121013754
North Zone,Thiru-Vi-Ka Nagar,0,122.26760768689937,88.47567974462706,102.16710884783834,93.92229099645846,101.84406759545097
North Zone,Thiru-Vi-Ka Nagar,0,98.34956469137641,94.69779555939253,96.63932849335663,94.37728007208428,111.39517127127769
North Zone,Thiru-Vi-Ka Nagar,0,92.39352256371052,112.78537497167595,84.83592753254364,106.01160749279501,82.11156055275404
North Zone,Thiru-Vi-Ka Nagar,0,108.5374647822277,110.77205689220247,87.34475985216433,96.14465857484271,100.43020160494753
North Zone,Thiru-Vi-Ka Nagar,1,97.62598338808031,89.97853205523982,94.94196378699174,105.59805113580461,88.36548116273066
North Zone,Thiru-Vi-Ka Nagar,0,91.62902138514794,108.52372046855088,97.8052282010278,95.74892667567396,109.9790637166752
North Zone,Thiru-Vi-Ka Nagar,0,106.44620349534962,103.2779482643729,82.41080955020661,96.71956873003482,100.03135738088267
North Zone,Thiru-Vi-Ka Nagar,0,104.64591862136945,95.7403697197819,81.16156383992212,97.10911707843145,96.7269191316076
North Zone,Thiru-Vi-Ka Nagar,0,91.39551372204915,89.3211411918079,102.45896687767605,109.20850695757608,108.67663770858272
North Zone,Thiru-Vi-Ka Nagar,0,112.39031353968703,96.77431804753964,92.13164499737339,104.33453029451191,88.3116090805172
North Zone,Thiru-Vi-Ka Nagar,1,90.12563073158594,76.637078155961,98.97285654698024,87.20659640095823,103.57356279738867
North Zone,Thiru-Vi-Ka Nagar,1,127.57107793668487,97.34009354607963,102.3791150591736,113.44780864878493,112.09724532544965
North Zone,Thiru-Vi-Ka Nagar,0,104.88554290768818,99.11062524333884,110.543800563837,86.97063064076217,75.00264763792057
North Zone,Thiru-Vi-Ka Nagar,0,98.97097340458048,84.92488985293586,83.58828546247192,116.71034812654263,77.5290436116059
North Zone,Thiru-Vi-Ka Nagar,0,112.54002243959143,100.59129448594402,91.99950028972067,100.92249670564051,91.64314040072296
North Zone,Thiru-Vi-Ka Nagar,1,95.69871208539438,109.86858352825837,105.5925864006557,106.37305925959569,90.57687659620908
North Zone,Thiru-Vi-Ka Nagar,0,102.55565035050658,89.75117188056588,86.60477871927507,97.5073372719752,96.76086768866814
North Zone,Thiru-Vi-Ka Nagar,1,97.83762430648154,106.96659030437755,97.64452951925698,89.64873830343993,107.96557714549881
North Zone,Thiru-Vi-Ka Nagar,0,110.28414639211445,81.88921942636497,106.55364282127765,88.39638555596797,99.50963089043246
North Zone,Thiru-Vi-Ka Nagar,0,97.91987916473971,90.6468752022513,106.35410514869416,125.58366266568311,76.78710058440191
North Zone,Thiru-Vi-Ka Nagar,0,94.80227463144698,96.7313772261441,115.39760218726113,95.87957074358248,93.64599229170499
North Zone,Thiru-Vi-Ka Nagar,1,104.21376691240502,105.08143197974742,94.95421969898925,107.17872431662477,96.9380148516382
North Zone,Thiru-Vi-Ka Nagar,0,126.38884057068454,100.17513959771922,92.53587851179915,116.47028432137105,94.91903521492581
North Zone,Thiru-Vi-Ka Nagar,0,96.25766671042273,101.94661545906796,92.43083060130094,82.78105257315518,102.66359954898167
North Zone,Thiru-Vi-Ka Nagar,0,99.98252399480418,97.74129512753113,106.09966822371025,93.85462137248848,106.66264875069717
North Zone,Thiru-Vi-Ka Nagar,0,104.75736177458067,97.44257649652889,111.53998093904409,105.96855088399678,110.30053479071925
North Zone,Thiru-Vi-Ka Nagar,0,98.62385168126688,108.08093567079085,96.99737927343865,104.74241288766221,103.3289484722331
North Zone,Thiru-Vi-Ka Nagar,1,101.66653880069171,97.89154648828772,76.89480676129268,92.54564053712804,98.17971205457694
North Zone,Thiru-Vi-Ka Nagar,0,120.95889701806463,98.33992669314249,96.84857830746026,92.05422690030774,92.86009727607473
North Zone,Thiru-Vi-Ka Nagar,0,112.10303762824213,110.33484280573694,110.29386824392388,107.92567749996839,84.89019551004557
North Zone,Thiru-Vi-Ka Nagar,0,95.23184135722803,98.25402408956386,100.95249526121256,113.00093173727888,103.46871120983731
North Zone,Thiru-Vi-Ka Nagar,0,100.536346892232,110.6607180863647,98.46680376831429,102.88485101925158,98.5435566415234
North Zone,Thiru-Vi-Ka Nagar,0,79.78492014063632,95.39253751655988,87.42148315738032,95.38620017365919,108.5780489749422
North Zone,Thiru-Vi-Ka Nagar,0,116.85892167302649,89.53767360433123,123.74726586732422,86.69675686858396,114.96442597457103
North Zone,Thiru-Vi-Ka Nagar,0,80.20178169232541,82.90408217583399,101.45554974745527,111.79348864267835,101.97362169902063
North Zone,Thiru-Vi-Ka Nagar,0,100.16073946593048,105.65378900021366,99.7990081138882,90.5315938248476,113.55622499388534
North Zone,Thiru-Vi-Ka Nagar,0,96.90070838694062,103.95530848854432,85.99583571443729,94.45359307062846,100.43353619448725
North Zone,Thiru-Vi-Ka Nagar,0,100.91649736365656,97.11896797489472,104.672570303377,79.21497181944802,101.8904008683199
North Zone,Thiru-Vi-Ka Nagar,0,104.84901329080147,97.80346436168217,93.0020990274371,91.02623418282641,100.11460402797987
North Zone,Thiru-Vi-Ka Nagar,1,101.35823030114436,111.73538958516392,108.88046424321378,101.23219183365708,96.90907818281788
North Zone,Thiru-Vi-Ka Nagar,0,91.07626314773435,103.18034355260578,101.60242499281827,95.57675642028508,88.80389245097278
North Zone,Thiru-Vi-Ka Nagar,0,110.0717912730106,91.95747060675376,108.98005043808894,94.83455260279925,96.39634953810686
North Zone,Thiru-Vi-Ka Nagar,0,97.41190231506903,95.07435231960244,112.94890536372434,109.87683997306168,94.84422576993711
North Zone,Thiru-Vi-Ka Nagar,0,88.36448695159974,123.77294689797735,106.04394050275731,101.50729182573791,111.92219023111122
North Zone,Thiru-Vi-Ka Nagar,0,105.06296343213145,94.96946628896983,64.84759273823217,86.87016883891405,107.05581190322373
North Zone,Thiru-Vi-Ka Nagar,0,103.20608881298818,94.78569717801192,96.42918619376714,107.80861651655363,106.29093051139182
North Zone,Thiru-Vi-Ka Nagar,0,81.68182228118091,82.68573057263355,79.25650534628834,92.24190696608126,98.01122515751851
North Zone,Thiru-Vi-Ka Nagar,0,92.63937220885039,105.85012319605167,96.86234908726054,111.93567658186637,99.19475907750008
North Zone,Thiru-Vi-Ka Nagar,0,92.85492452803328,109.78655506650378,110.31181327789237,87.3251257226321,109.12113453193193
